User_ID,Channel,Device,Is_Signed_Up,Is_Purchased,Customer_Acquisition_Cost,Lifetime_Value
100096,Google Search,Android,0,0,25.17410203916642,0.0
100097,Google Search,iOS,1,0,17.596215707294355,0.0
100098,TikTok Ads,Web PC,0,0,9.072920061896243,0.0
100099,TikTok Ads,Android,1,0,8.086658496386557,0.0
100100,TikTok Ads,iOS,0,0,8.789971076766395,0.0
100101,Meta Ads,iOS,0,0,13.262840848410038,0.0
100102,TikTok Ads,iOS,0,0,8.387642889175128,0.0
100103,Google Search,iOS,1,0,24.086654533435848,0.0
100104,Organic SEO,Android,0,0,0.0,0.0
100105,TikTok Ads,iOS,1,0,12.206144064748177,0.0
100106,Google Search,iOS,1,0,29.888226198129228,0.0
100107,Meta Ads,iOS,0,0,12.74348007402166,0.0
100108,TikTok Ads,Android,0,0,12.89480916675255,0.0
100109,TikTok Ads,iOS,0,0,8.62743193557156,0.0
100110,TikTok Ads,iOS,0,0,14.134365415404517,0.0
100111,TikTok Ads,iOS,0,0,10.24012092706866,0.0
100112,Organic SEO,Android,1,0,0.0,0.0
100113,Organic SEO,iOS,0,0,0.0,0.0
100114,Meta Ads,Android,1,0,10.187819369051407,0.0
100115,Organic SEO,iOS,1,1,0.0,70.29807051423174
100116,Organic SEO,iOS,1,0,0.0,0.0
100117,TikTok Ads,iOS,0,0,11.259697098301272,0.0
100118,Organic SEO,iOS,0,0,0.0,0.0
100119,Google Search,iOS,1,0,25.614509422083916,0.0
100120,Organic SEO,iOS,1,1,0.0,154.72701445494533
100121,Organic SEO,iOS,1,1,0.0,85.40341205806904
100122,TikTok Ads,Android,0,0,10.061140681606465,0.0
100123,TikTok Ads,iOS,0,0,13.442591805831423,0.0
100124,TikTok Ads,Web PC,1,0,9.71927600131767,0.0
100125,Google Search,Android,1,0,16.84079227209751,0.0
100126,Organic SEO,Android,1,0,0.0,0.0
100127,Organic SEO,iOS,1,0,0.0,0.0
100128,TikTok Ads,Android,0,0,12.876850172838008,0.0
100129,Google Search,iOS,1,1,28.823676060396426,190.14860202508635
100130,Google Search,iOS,0,0,28.64479926941958,0.0
100131,TikTok Ads,iOS,0,0,8.437517445296171,0.0
100132,TikTok Ads,Web PC,0,0,10.741477275106288,0.0
100133,TikTok Ads,iOS,1,0,10.011452134644166,0.0
100134,Organic SEO,Web PC,1,0,0.0,0.0
100135,TikTok Ads,iOS,0,0,11.182865835440424,0.0
100136,Google Search,Web PC,1,0,15.756683742019066,0.0
100137,Meta Ads,Web PC,1,0,10.874906083180907,0.0
100138,Google Search,Web PC,0,0,29.414140347094254,0.0
100139,Email Referral,Android,1,1,0.0,160.8499827304911
100140,Email Referral,Web PC,1,1,0.0,152.06442020250657
100141,TikTok Ads,Web PC,1,0,11.968643655664932,0.0
100142,Google Search,iOS,1,0,18.25943653070533,0.0
100143,TikTok Ads,iOS,1,1,13.664611285047624,42.63089633488447
100144,TikTok Ads,Android,1,0,10.781422680355247,0.0
100145,TikTok Ads,iOS,0,0,8.446456414201137,0.0
100146,Meta Ads,Android,0,0,10.466768267336521,0.0
100147,Google Search,iOS,0,0,27.210935597419557,0.0
100148,TikTok Ads,Android,0,0,9.54675317101162,0.0
100149,TikTok Ads,iOS,0,0,10.285810171642513,0.0
100150,Organic SEO,iOS,0,0,0.0,0.0
100151,TikTok Ads,iOS,0,0,9.900857747212482,0.0
100152,TikTok Ads,Android,0,0,14.286513307518286,0.0
100153,Google Search,iOS,1,0,19.413100532322062,0.0
100154,Email Referral,Android,1,0,0.0,0.0
100155,TikTok Ads,Android,0,0,9.682307351884326,0.0
100156,Meta Ads,Android,0,0,14.490230849758188,0.0
100157,Meta Ads,iOS,0,0,14.998428001161708,0.0
100158,TikTok Ads,iOS,0,0,12.155016377992004,0.0
100159,Meta Ads,Android,0,0,14.543549245209148,0.0
100160,Google Search,iOS,1,0,26.52129937915163,0.0
100161,Meta Ads,Android,1,0,9.31330759125563,0.0
100162,Meta Ads,Web PC,0,0,12.787470692211015,0.0
100163,Google Search,iOS,0,0,26.851589056427684,0.0
100164,TikTok Ads,Android,0,0,13.200989088019632,0.0
100165,Organic SEO,Web PC,1,0,0.0,0.0
100166,TikTok Ads,Web PC,0,0,11.709671316700229,0.0
100167,TikTok Ads,Web PC,1,0,11.606430644948915,0.0
100168,TikTok Ads,Android,0,0,13.7528789992881,0.0
100169,Meta Ads,iOS,0,0,12.823030380933995,0.0
100170,Meta Ads,Web PC,0,0,13.550410221399167,0.0
100171,TikTok Ads,Web PC,0,0,9.45211039906767,0.0
100172,Google Search,Android,0,0,29.496496492202102,0.0
100173,TikTok Ads,iOS,0,0,13.129790687741144,0.0
100174,Meta Ads,iOS,0,0,10.956524645523366,0.0
100175,TikTok Ads,iOS,0,0,12.194693491355967,0.0
100176,Meta Ads,iOS,0,0,12.478530651952434,0.0
100177,Google Search,Android,0,0,27.0186119933366,0.0
100178,Organic SEO,Android,1,0,0.0,0.0
100179,TikTok Ads,Android,0,0,12.905524760222715,0.0
100180,TikTok Ads,iOS,0,0,13.910988898069991,0.0
100181,TikTok Ads,Android,0,0,10.763304269183456,0.0
100182,Organic SEO,iOS,1,0,0.0,0.0
100183,Organic SEO,iOS,1,0,0.0,0.0
100184,TikTok Ads,Android,0,0,10.948982586829722,0.0
100185,Meta Ads,iOS,0,0,9.320090342146793,0.0
100186,Organic SEO,iOS,0,0,0.0,0.0
100187,Meta Ads,iOS,1,0,11.609956841737024,0.0
100188,Google Search,Android,1,0,21.02335709688175,0.0
100189,TikTok Ads,Android,0,0,12.653923142335318,0.0
100190,TikTok Ads,iOS,1,1,12.220455929624087,150.6564714398897
100191,Organic SEO,iOS,0,0,0.0,0.0
100192,Organic SEO,Android,1,1,0.0,123.96031016234438
100193,Meta Ads,Web PC,0,0,14.002259708824988,0.0
100194,TikTok Ads,Android,0,0,9.178045094616675,0.0
100195,TikTok Ads,Android,0,0,14.408124900259137,0.0
100196,Meta Ads,Android,1,0,9.543675733896936,0.0
100197,Organic SEO,Android,0,0,0.0,0.0
100198,Organic SEO,Web PC,1,0,0.0,0.0
100199,Meta Ads,Android,0,0,13.044911692580271,0.0
100200,Meta Ads,Web PC,0,0,11.487695747610873,0.0
100201,TikTok Ads,iOS,0,0,12.918654754229014,0.0
100202,TikTok Ads,Web PC,1,0,11.753858328916982,0.0
100203,Organic SEO,Android,1,0,0.0,0.0
100204,Meta Ads,Web PC,1,1,12.566918597281925,67.6691233339252
100205,TikTok Ads,iOS,0,0,13.264165900743784,0.0
100206,TikTok Ads,Android,0,0,9.351861097485056,0.0
100207,Meta Ads,Android,1,0,10.396456898439759,0.0
100208,TikTok Ads,iOS,0,0,14.070624315949884,0.0
100209,TikTok Ads,Android,0,0,13.852777892033536,0.0
100210,Google Search,Android,1,1,25.21651339183971,133.8987623355266
100211,Meta Ads,iOS,0,0,10.137243161847259,0.0
100212,Meta Ads,iOS,0,0,9.443848299812831,0.0
100213,TikTok Ads,Android,1,0,8.339747030790235,0.0
100214,Meta Ads,Android,0,0,14.538403218034246,0.0
100215,TikTok Ads,iOS,0,0,12.45087708798972,0.0
100216,TikTok Ads,iOS,0,0,10.891811615108088,0.0
100217,Meta Ads,iOS,1,0,12.830859459753023,0.0
100218,Meta Ads,iOS,0,0,11.205862486294556,0.0
100219,Organic SEO,iOS,0,0,0.0,0.0
100220,Meta Ads,Android,1,0,10.454738936432534,0.0
100221,Meta Ads,Android,1,0,11.508059685132618,0.0
100222,TikTok Ads,Android,1,0,13.15622017271215,0.0
100223,Google Search,iOS,0,0,27.565614962189997,0.0
100224,TikTok Ads,Android,1,0,8.697131743828095,0.0
100225,TikTok Ads,iOS,0,0,8.453976370162525,0.0
100226,Email Referral,Android,1,1,0.0,56.874188403723366
100227,Google Search,Android,1,0,20.104354047465684,0.0
100228,Organic SEO,Web PC,1,0,0.0,0.0
100229,Meta Ads,iOS,1,0,8.273786692633038,0.0
100230,Meta Ads,Android,0,0,11.463751880160665,0.0
100231,Google Search,Android,0,0,27.359195132138854,0.0
100232,Meta Ads,Android,0,0,10.43383445362532,0.0
100233,Google Search,Android,1,1,22.137372274585466,117.81996773450588
100234,TikTok Ads,Android,0,0,12.020389223558583,0.0
100235,Meta Ads,iOS,0,0,14.395692456987245,0.0
100236,TikTok Ads,Android,1,0,14.486414586188669,0.0
100237,TikTok Ads,iOS,0,0,12.422999630761375,0.0
100238,Meta Ads,iOS,1,0,8.071321037006774,0.0
100239,TikTok Ads,iOS,1,0,9.327276746329874,0.0
100240,Organic SEO,Web PC,0,0,0.0,0.0
100241,Email Referral,iOS,1,1,0.0,70.62703667345103
100242,Organic SEO,Web PC,1,1,0.0,41.69912541505962
100243,Google Search,Web PC,0,0,18.025219617711567,0.0
100244,TikTok Ads,Web PC,1,0,12.192667001264724,0.0
100245,Organic SEO,Web PC,1,1,0.0,99.27773150998271
100246,Google Search,Web PC,0,0,25.613912296367506,0.0
100247,Email Referral,iOS,1,1,0.0,98.97358910994194
100248,Email Referral,iOS,1,1,0.0,122.60441973856214
100249,Organic SEO,Android,1,0,0.0,0.0
100250,TikTok Ads,Android,0,0,8.62280103882642,0.0
100251,Google Search,iOS,0,0,19.3449862903596,0.0
100252,Organic SEO,Android,1,1,0.0,193.8821167316383
100253,TikTok Ads,Android,1,0,11.5500280354271,0.0
100254,TikTok Ads,Web PC,1,0,13.3995749670992,0.0
100255,Meta Ads,Android,1,0,10.411099078451347,0.0
100256,Organic SEO,Android,0,0,0.0,0.0
100257,Meta Ads,iOS,1,0,11.480281267134542,0.0
100258,Meta Ads,Android,1,1,11.47303685938239,52.70271600442291
100259,TikTok Ads,Web PC,0,0,14.487320291562755,0.0
100260,Meta Ads,iOS,1,0,13.916588032973236,0.0
100261,Email Referral,iOS,1,1,0.0,75.83224661812318
100262,TikTok Ads,Android,0,0,14.00519198209185,0.0
100263,Google Search,iOS,1,0,17.499107472763917,0.0
100264,Organic SEO,iOS,1,0,0.0,0.0
100265,Meta Ads,iOS,1,0,14.305785006479836,0.0
100266,Meta Ads,iOS,0,0,10.75615402349893,0.0
100267,Meta Ads,iOS,1,0,11.813224785196148,0.0
100268,Google Search,Web PC,1,0,24.214758084507586,0.0
100269,TikTok Ads,Android,0,0,11.01123524485085,0.0
100270,Organic SEO,iOS,1,0,0.0,0.0
100271,Organic SEO,iOS,0,0,0.0,0.0
100272,Organic SEO,iOS,1,0,0.0,0.0
100273,Organic SEO,Web PC,1,1,0.0,112.09159082799536
100274,Google Search,iOS,1,0,20.148611798993347,0.0
100275,Google Search,Web PC,1,0,18.72025408311714,0.0
100276,Meta Ads,iOS,1,0,11.594868442948847,0.0
100277,Meta Ads,Android,0,0,13.86342668661638,0.0
100278,Meta Ads,iOS,0,0,13.356565897095455,0.0
100279,Meta Ads,iOS,1,1,11.569308872648012,95.88801648581892
100280,Organic SEO,iOS,1,1,0.0,130.30429293411905
100281,TikTok Ads,Android,0,0,10.399655353265512,0.0
100282,Google Search,iOS,1,0,15.190824116118483,0.0
100283,TikTok Ads,iOS,0,0,9.453920185842355,0.0
100284,Meta Ads,Android,0,0,9.307692756573765,0.0
100285,TikTok Ads,iOS,0,0,12.118448798772093,0.0
100286,Google Search,iOS,1,0,28.811418734875662,0.0
100287,Google Search,Android,1,0,19.743397806938155,0.0
100288,TikTok Ads,Android,0,0,13.55201176335363,0.0
100289,Meta Ads,Android,0,0,10.308140218834652,0.0
100290,TikTok Ads,iOS,0,0,14.749137012477695,0.0
100291,TikTok Ads,iOS,0,0,9.363882802762728,0.0
100292,Organic SEO,iOS,1,1,0.0,168.62987440841118
100293,Google Search,Web PC,1,0,21.103323833833326,0.0
100294,TikTok Ads,Web PC,1,1,9.04551573073839,106.91928931177317
100295,Google Search,Web PC,0,0,18.393336557912235,0.0
100296,Meta Ads,iOS,0,0,8.741734360712822,0.0
100297,TikTok Ads,Android,0,0,8.766594047819105,0.0
100298,Meta Ads,iOS,0,0,12.39948003244783,0.0
100299,TikTok Ads,Android,0,0,13.486989676380102,0.0
100300,TikTok Ads,Android,0,0,8.567198369163755,0.0
100301,Google Search,iOS,0,0,18.31965565371608,0.0
100302,Google Search,iOS,1,0,19.816321784032915,0.0
100303,Meta Ads,iOS,0,0,14.55737470279256,0.0
100304,Meta Ads,Android,0,0,12.18629927958521,0.0
100305,Email Referral,iOS,1,1,0.0,89.469298554096
100306,Google Search,iOS,1,1,16.609078937301124,76.46934332034462
100307,TikTok Ads,Web PC,0,0,10.588202120964958,0.0
100308,Meta Ads,iOS,1,0,13.00625905653474,0.0
100309,TikTok Ads,iOS,1,0,14.847645148425421,0.0
100310,Google Search,Android,1,0,26.075545048982864,0.0
100311,TikTok Ads,Android,0,0,9.268275496157468,0.0
100312,TikTok Ads,iOS,0,0,13.734298454985117,0.0
100313,Email Referral,Android,1,0,0.0,0.0
100314,Organic SEO,iOS,0,0,0.0,0.0
100315,Meta Ads,Android,0,0,8.023346351890998,0.0
100316,Google Search,iOS,1,0,22.235867051674475,0.0
100317,TikTok Ads,iOS,0,0,10.415499859646243,0.0
100318,TikTok Ads,Android,1,0,14.62428242873637,0.0
100319,TikTok Ads,Web PC,1,0,8.321436009761983,0.0
100320,Google Search,Android,1,0,18.833522529614648,0.0
100321,Meta Ads,Web PC,1,0,9.819038537748506,0.0
100322,Meta Ads,Android,0,0,10.96366681131639,0.0
100323,TikTok Ads,iOS,1,0,14.46341903177115,0.0
100324,Email Referral,iOS,1,1,0.0,166.07165440568983
100325,Meta Ads,Web PC,0,0,12.56834647140564,0.0
100326,Meta Ads,Android,0,0,8.85003294617831,0.0
100327,Meta Ads,Web PC,0,0,13.774053748254973,0.0
100328,Google Search,iOS,1,1,24.447521835981156,54.80492685494813
100329,TikTok Ads,iOS,0,0,8.11307962583434,0.0
100330,Google Search,iOS,1,0,28.77855260960005,0.0
100331,Meta Ads,iOS,0,0,8.332053576230958,0.0
100332,TikTok Ads,iOS,0,0,12.26960987069694,0.0
100333,TikTok Ads,iOS,1,0,12.205865180778972,0.0
100334,TikTok Ads,Android,1,0,12.261580084250152,0.0
100335,TikTok Ads,iOS,0,0,13.937926552025003,0.0
100336,Organic SEO,iOS,1,0,0.0,0.0
100337,Meta Ads,Android,0,0,8.865478421797365,0.0
100338,Google Search,Android,0,0,23.020077525040307,0.0
100339,TikTok Ads,Android,0,0,12.015231341507928,0.0
100340,Google Search,Android,1,0,20.965018795194865,0.0
100341,Google Search,Web PC,0,0,22.92109569149102,0.0
100342,TikTok Ads,Android,0,0,11.506608209920383,0.0
100343,Google Search,Web PC,1,0,26.384648500691434,0.0
100344,Google Search,Android,1,1,17.18837132770226,117.71625744013905
100345,Meta Ads,iOS,1,0,8.207127723642198,0.0
100346,Meta Ads,iOS,0,0,14.520441096150314,0.0
100347,TikTok Ads,Android,0,0,10.195519915174538,0.0
100348,Google Search,Android,1,0,26.875991903666193,0.0
100349,Meta Ads,Android,0,0,10.238165734445461,0.0
100350,Google Search,iOS,0,0,15.059158506498466,0.0
100351,Organic SEO,Android,1,0,0.0,0.0
100352,Meta Ads,Android,1,0,9.509150897004979,0.0
100353,TikTok Ads,Android,0,0,8.738080010579607,0.0
100354,TikTok Ads,Android,0,0,13.759182779134333,0.0
100355,Meta Ads,Web PC,0,0,9.195536305011196,0.0
100356,TikTok Ads,iOS,1,0,14.955785247141119,0.0
100357,Meta Ads,iOS,0,0,12.288908952994321,0.0
100358,Organic SEO,Android,1,0,0.0,0.0
100359,Meta Ads,iOS,1,0,10.2604392686259,0.0
100360,Google Search,Android,1,0,22.57152433417304,0.0
100361,Meta Ads,iOS,0,0,14.731976459583285,0.0
100362,Google Search,iOS,1,1,24.54223792221738,99.73501179148359
100363,Google Search,iOS,1,0,26.304305959574428,0.0
100364,Organic SEO,iOS,1,0,0.0,0.0
100365,Google Search,iOS,0,0,22.40609615755577,0.0
100366,Email Referral,iOS,1,0,0.0,0.0
100367,Organic SEO,Android,1,1,0.0,141.22659731965226
100368,TikTok Ads,Android,1,1,11.729214439966968,126.84396814927763
100369,TikTok Ads,Android,1,0,14.887431874427351,0.0
100370,TikTok Ads,Android,1,1,12.231328567813312,95.46956616278479
100371,TikTok Ads,iOS,0,0,11.793454517753839,0.0
100372,TikTok Ads,Web PC,0,0,14.114019770963573,0.0
100373,Meta Ads,Android,0,0,11.144424981574799,0.0
100374,TikTok Ads,Android,0,0,11.315356768272553,0.0
100375,TikTok Ads,Android,1,0,12.971446398222188,0.0
100376,Organic SEO,iOS,0,0,0.0,0.0
100377,TikTok Ads,Android,0,0,9.118702454074127,0.0
100378,Organic SEO,iOS,0,0,0.0,0.0
100379,TikTok Ads,iOS,0,0,8.911458329426424,0.0
100380,TikTok Ads,iOS,1,0,12.328333894628427,0.0
100381,Meta Ads,iOS,0,0,9.28416133978186,0.0
100382,Meta Ads,Web PC,1,0,11.048683195695359,0.0
100383,Organic SEO,Web PC,0,0,0.0,0.0
100384,Meta Ads,iOS,0,0,13.63113536511954,0.0
100385,Organic SEO,iOS,0,0,0.0,0.0
100386,TikTok Ads,iOS,0,0,10.16968622339256,0.0
100387,TikTok Ads,Android,1,0,13.196028345148132,0.0
100388,Meta Ads,iOS,0,0,10.294918365758175,0.0
100389,Organic SEO,Web PC,1,0,0.0,0.0
100390,Email Referral,Android,1,0,0.0,0.0
100391,Google Search,Web PC,0,0,15.596446972977201,0.0
100392,Google Search,Android,0,0,16.374738047145772,0.0
100393,Meta Ads,Android,1,0,11.03707028016829,0.0
100394,TikTok Ads,Android,1,1,10.22521507520045,56.908283955237025
100395,Organic SEO,Android,0,0,0.0,0.0
100396,Organic SEO,Android,1,0,0.0,0.0
100397,Google Search,Android,1,0,22.03428024864402,0.0
100398,Meta Ads,Android,0,0,11.661556232066836,0.0
100399,Meta Ads,Web PC,0,0,14.598843833017057,0.0
100400,TikTok Ads,Web PC,0,0,11.305135149838256,0.0
100401,Organic SEO,Android,1,0,0.0,0.0
100402,Google Search,iOS,0,0,27.8621356421814,0.0
100403,Organic SEO,iOS,1,0,0.0,0.0
100404,TikTok Ads,Web PC,0,0,13.954888124166162,0.0
100405,Organic SEO,iOS,1,0,0.0,0.0
100406,Google Search,iOS,1,1,28.311623126839752,61.81357698142676
100407,TikTok Ads,iOS,0,0,11.765510441151319,0.0
100408,Organic SEO,Android,1,0,0.0,0.0
100409,TikTok Ads,Android,1,0,10.00321798546525,0.0
100410,TikTok Ads,iOS,0,0,13.503762779636896,0.0
100411,Email Referral,iOS,1,0,0.0,0.0
100412,Email Referral,Android,1,0,0.0,0.0
100413,Meta Ads,Web PC,0,0,10.258767304321877,0.0
100414,Meta Ads,iOS,0,0,14.270475816706444,0.0
100415,Google Search,iOS,1,0,16.5727062422628,0.0
100416,TikTok Ads,Android,0,0,12.747086155995436,0.0
100417,TikTok Ads,Android,1,0,11.368978775928431,0.0
100418,Meta Ads,Android,0,0,12.249540380374,0.0
100419,Meta Ads,Android,1,0,8.778577707414577,0.0
100420,Meta Ads,Web PC,1,1,14.799037244921353,149.0064342433639
100421,Meta Ads,iOS,0,0,13.001090441775867,0.0
100422,TikTok Ads,iOS,0,0,9.995560262894331,0.0
100423,Google Search,Android,0,0,28.34238691872407,0.0
100424,TikTok Ads,Android,1,0,11.169904998180794,0.0
100425,Google Search,Android,1,1,17.790867808150015,118.8860066900763
100426,Google Search,Web PC,0,0,21.459304621424515,0.0
100427,Organic SEO,Android,0,0,0.0,0.0
100428,Google Search,Android,0,0,19.789778474504672,0.0
100429,TikTok Ads,iOS,1,0,12.958974808802504,0.0
100430,TikTok Ads,iOS,0,0,8.148855987127282,0.0
100431,Meta Ads,Android,0,0,14.161314467089648,0.0
100432,Meta Ads,iOS,1,0,11.02637042195162,0.0
100433,TikTok Ads,iOS,0,0,8.790550131868764,0.0
100434,TikTok Ads,Web PC,0,0,13.375062521460421,0.0
100435,Meta Ads,Web PC,1,0,14.918118276633255,0.0
100436,TikTok Ads,iOS,0,0,14.31913678760751,0.0
100437,Organic SEO,Android,1,0,0.0,0.0
100438,Meta Ads,iOS,0,0,9.152929503413331,0.0
100439,TikTok Ads,iOS,0,0,9.516270160603083,0.0
100440,TikTok Ads,Android,0,0,14.913848590144557,0.0
100441,Email Referral,Android,1,1,0.0,166.17717348116133
100442,Google Search,iOS,1,0,18.041231461714116,0.0
100443,Google Search,iOS,1,0,19.525373961896943,0.0
100444,Organic SEO,iOS,1,0,0.0,0.0
100445,Organic SEO,Web PC,1,1,0.0,188.03536485239337
100446,Email Referral,Android,1,0,0.0,0.0
100447,Meta Ads,iOS,0,0,12.359856691189451,0.0
100448,Google Search,iOS,0,0,19.37029152537608,0.0
100449,TikTok Ads,Android,0,0,10.669564495705789,0.0
100450,Meta Ads,Android,0,0,13.188908535285789,0.0
100451,Meta Ads,Android,1,0,12.153182977190157,0.0
100452,Google Search,iOS,0,0,27.152158601356106,0.0
100453,Organic SEO,Web PC,1,0,0.0,0.0
100454,TikTok Ads,iOS,0,0,13.42837054858452,0.0
100455,Google Search,iOS,1,0,26.98905471594639,0.0
100456,TikTok Ads,iOS,0,0,9.244779808960075,0.0
100457,Google Search,Android,0,0,18.85421735578703,0.0
100458,TikTok Ads,Web PC,0,0,9.27799593298033,0.0
100459,TikTok Ads,Android,1,1,8.858426525627186,147.94200093535952
100460,TikTok Ads,Android,0,0,13.951992666514732,0.0
100461,Meta Ads,iOS,0,0,8.02673984970638,0.0
100462,Meta Ads,iOS,1,0,12.392596915453254,0.0
100463,Meta Ads,Android,1,1,14.110179243661767,185.9369427137279
100464,Email Referral,Android,1,0,0.0,0.0
100465,Google Search,Android,0,0,17.51243746990732,0.0
100466,TikTok Ads,iOS,1,0,14.521467061386303,0.0
100467,Organic SEO,iOS,1,0,0.0,0.0
100468,TikTok Ads,iOS,1,0,14.702329266722806,0.0
100469,Email Referral,Web PC,1,1,0.0,44.414940448091365
100470,TikTok Ads,Android,1,0,12.06560570857593,0.0
100471,Email Referral,iOS,1,0,0.0,0.0
